Name,Set,Collector Number,Rarity,Color Identity,Type,Mana Cost,CMC,Power,Toughness,Tags
Reckless Impulse,Mixed,,common,R,Sorcery,,2,,,Boros Aggro
Red Herring,Mixed,,common,R,Artifact Creature — Clue Fish,,2,2.0,2.0,Red Aggro
Remove Soul,Mixed,,common,U,Instant,,2,,,Blue Tribals
Renegade Freighter,Mixed,,common,,Artifact — Vehicle,,3,4.0,3.0,Azorius Control
Repeal,Mixed,,common,U,Instant,,1,,,Blue Tempo
Retrofitted Transmogrant,Mixed,,common,B,Artifact Creature — Zombie,,1,1.0,1.0,Black Tribals
Rhox Veteran,Mixed,,common,W,Creature — Rhino Soldier,,4,2.0,4.0,White Tribals
Rift Bolt,Mixed,,common,R,Sorcery,,3,,,Red Spellslinger
Rimrock Knight,Mixed,,common,R,Instant — Adventure,,2,,,Red Tribals
Rolling Thunder,Mixed,,common,R,Sorcery,,2,,,Red Burn
Safehold Elite,Mixed,,common,GW,Creature — Elf Scout,,2,2.0,2.0,Selesnya Midrange
Sakura-Tribe Elder,Mixed,,common,G,Creature — Snake Shaman,,2,1.0,1.0,Green Mill
Sandsteppe Outcast,Mixed,,common,W,Creature — Human Warrior,,3,2.0,1.0,White Voltron
Sarulf's Packmate,Mixed,,common,G,Creature — Wolf,,4,3.0,3.0,Unassigned
Savannah Lions,Mixed,,common,W,Creature — Cat,,1,2.0,1.0,White Slivers
Scholar of Combustion,Mixed,,common,R,Creature — Human Wizard,,4,3.0,2.0,Red Spellslinger
Scorched Rusalka,Mixed,,common,R,Creature — Spirit,,1,1.0,1.0,Red Burn
Scoured Barrens,Mixed,,common,,Land,,0,,,Black Spellslinger
Scrapwork Mutt,Mixed,,common,R,Artifact Creature — Dog,,2,2.0,1.0,Red Aggro
Scurrilous Sentry,Mixed,,common,B,Creature — Human Knight Rogue,,4,2.0,3.0,Black Spellslinger
Search Party Captain,Mixed,,common,W,Creature — Human Soldier,,4,2.0,2.0,White Tribals
Searing Spear,Mixed,,common,R,Instant,,2,,,Red Burn
Seeker of the Way,Mixed,,common,W,Creature — Human Warrior,,2,2.0,2.0,White Slivers
Seething Landscape,Mixed,,common,,Land,,0,,,Unassigned
Selesnya Sanctuary,Mixed,,common,,Land,,0,,,White Voltron
Serrated Arrows,Mixed,,common,,Artifact,,4,,,Azorius Control
Serum Visionary,Mixed,,common,U,Creature — Vedalken Wizard,,3,2.0,2.0,Blue Tribals
Serum Visions,Mixed,,common,U,Sorcery,,1,,,Izzet Tempo
Settle Beyond Reality,Mixed,,common,W,Sorcery,,5,,,Azorius Control
Shardless Outlander,Mixed,,common,,Artifact Creature — Construct Scout,,7,6.0,5.0,Green Ramp
Shattered Landscape,Mixed,,common,,Land,,0,,,Unassigned
Sheltering Landscape,Mixed,,common,,Land,,0,,,Unassigned
Shipwreck Dowser,Mixed,,common,U,Creature — Merfolk Wizard,,5,3.0,3.0,Blue Tribals
Silver Drake,Mixed,,common,UW,Creature — Drake,,3,3.0,3.0,Azorius Control
Silverback Shaman,Mixed,,common,G,Creature — Ape Shaman,,5,5.0,4.0,Green Ramp
Silverquill Campus,Mixed,,common,,Land,,0,,,Unassigned
Simic Growth Chamber,Mixed,,common,,Land,,0,,,Green Ramp
Skewer the Critics,Mixed,,common,R,Sorcery,,3,,,Red Spellslinger
Skybridge Towers,Mixed,,common,,Land,,0,,,Azorius Control
Snakeskin Veil,Mixed,,common,G,Instant,,1,,,Green Tempo
Snap,Mixed,,common,U,Instant,,2,,,Blue Tempo
Snapping Voidcraw,Mixed,,common,GU,Creature — Eldrazi Turtle,,3,1.0,3.0,Simic Ramp
Soltari Trooper,Mixed,,common,W,Creature — Soltari Soldier,,2,1.0,1.0,White Tribals
Soul Manipulation,Mixed,,common,BU,Instant,,3,,,Dimir Control
Spelleater Wolverine,Mixed,,common,R,Creature — Wolverine,,3,3.0,2.0,Izzet Tempo
Sprout Swarm,Mixed,,common,G,Instant,,2,,,Green Tempo
Stormfront Pegasus,Mixed,,common,W,Creature — Pegasus,,2,2.0,1.0,White Voltron
Striped Riverwinder,Mixed,,common,U,Creature — Serpent,,7,5.0,5.0,Dimir Control
Sulfurous Blast,Mixed,,common,R,Instant,,4,,,Red Spellslinger
Sunlance,Mixed,,common,W,Sorcery,,1,,,Boros Aggro
Suture Priest,Mixed,,common,W,Creature — Phyrexian Cleric,,2,1.0,1.0,White Slivers
Sword Coast Serpent,Mixed,,common,U,Instant — Adventure,,7,,,Blue Spellslinger
Syndic of Tithes,Mixed,,common,W,Creature — Human Cleric,,2,2.0,2.0,Orzhov Midrange
Tamiyo's Safekeeping,Mixed,,common,G,Instant,,1,,,Gruul Aggro
Tangled Islet,Mixed,,common,,Land — Forest Island,,0,,,Green Tempo
Teetering Peaks,Mixed,,common,,Land,,0,,,Red Tribals
Tempest Angler,Mixed,,common,RU,Creature — Otter Wizard,,3,2.0,2.0,Unassigned
Tenth District Legionnaire,Mixed,,common,RW,Creature — Human Soldier,,2,2.0,2.0,Boros Aggro
Thorn of the Black Rose,Mixed,,common,B,Creature — Human Assassin,,4,1.0,3.0,Black Spellslinger
Thraben Charm,Mixed,,common,W,Instant,,2,,,Selesnya Midrange
Thraben Inspector,Mixed,,common,W,Creature — Human Soldier,,1,1.0,2.0,White Slivers
Thriving Grubs,Mixed,,common,R,Creature — Gremlin,,2,2.0,1.0,Red Tribals
Thriving Skyclaw,Mixed,,common,R,Creature — Cat Dragon,,4,3.0,2.0,Unassigned
Tithe Drinker,Mixed,,common,BW,Creature — Vampire,,2,2.0,1.0,Orzhov Midrange
Tithing Blade,Mixed,,common,B,Artifact,,2,,,Unassigned
Tocasia's Dig Site,Mixed,,common,,Land,,0,,,Unassigned
Tolarian Terror,Mixed,,common,U,Creature — Serpent,,7,5.0,5.0,Blue Spellslinger
Topan Freeblade,Mixed,,common,W,Creature — Human Soldier,,2,2.0,2.0,White Tribals
Tortured Existence,Mixed,,common,B,Enchantment,,1,,,Unassigned
Tragic Slip,Mixed,,common,B,Instant,,1,,,Unassigned
Tramway Station,Mixed,,common,,Land,,0,,,Rakdos Aggro
Tranquil Cove,Mixed,,common,,Land,,0,,,White Slivers
Tranquil Landscape,Mixed,,common,,Land,,0,,,Unassigned
Trapped in the Screen,Mixed,,common,W,Enchantment,,3,,,Azorius Control
Treasure Cruise,Mixed,,common,U,Sorcery,,8,,,Blue Spellslinger
Treetop Snarespinner,Mixed,,common,G,Creature — Spider,,4,1.0,4.0,Unassigned
Triplicate Spirits,Mixed,,common,W,Sorcery,,6,,,Azorius Control
Troll of Khazad-dûm,Mixed,,common,B,Creature — Troll,,6,6.0,5.0,Unassigned
Trumpeting Herd,Mixed,,common,G,Sorcery,,4,,,Simic Ramp
Tuskeri Firewalker,Mixed,,common,R,Creature — Human Berserker,,3,3.0,2.0,Unassigned
Tuskguard Captain,Mixed,,common,G,Creature — Human Warrior,,3,2.0,3.0,Green Voltron
Twisted Landscape,Mixed,,common,,Land,,0,,,Unassigned
Ulamog's Crusher,Mixed,,common,,Creature — Eldrazi,,8,8.0,8.0,Dimir Control
Unable to Scream,Mixed,,common,U,Enchantment — Aura,,1,,,Unassigned
Unbounded Potential,Mixed,,common,W,Instant,,2,,,Selesnya Midrange
Underworld Rage-Hound,Mixed,,common,R,Creature — Elemental Dog,,2,3.0,1.0,Red Aggro
Undying Malice,Mixed,,common,B,Instant,,1,,,Black Tribals
Unearth,Mixed,,common,B,Sorcery,,1,,,Black Tempo
Unwilling Ingredient,Mixed,,common,B,Creature — Frog,,1,1.0,1.0,Black Tempo
Urban Daggertooth,Mixed,,common,G,Creature — Dinosaur,,4,4.0,3.0,Green Tempo
Utopia Sprawl,Mixed,,common,G,Enchantment — Aura,,1,,,Green Voltron
Vampire Lacerator,Mixed,,common,B,Creature — Vampire Warrior,,1,2.0,2.0,Black Tempo
Vampire Sovereign,Mixed,,common,B,Creature — Vampire Noble,,5,3.0,4.0,Unassigned
Vault Skirge,Mixed,,common,B,Artifact Creature — Phyrexian Imp,,2,1.0,1.0,Rakdos Aggro
Vendetta,Mixed,,common,B,Instant,,1,,,Unassigned
Village Rites,Mixed,,common,B,Instant,,1,,,Black Spellslinger
Vines of Vastwood,Mixed,,common,G,Instant,,1,,,Gruul Aggro
Vizier of Tumbling Sands,Mixed,,common,U,Creature — Human Cleric,,3,1.0,3.0,Blue Tempo
Volatile Wanderglyph,Mixed,,common,R,Artifact Creature — Golem,,2,2.0,2.0,Boros Aggro
Voracious Varmint,Mixed,,common,G,Creature — Varmint,,2,2.0,2.0,Green Voltron
Voracious Vermin,Mixed,,common,B,Creature — Rat,,3,2.0,1.0,Black Tribals
Vulshok Morningstar,Mixed,,common,,Artifact — Equipment,,2,,,White Voltron
Wall of Roots,Mixed,,common,G,Creature — Plant Wall,,2,0.0,5.0,Green Tempo
Warden of Evos Isle,Mixed,,common,U,Creature — Bird Wizard,,3,2.0,2.0,Simic Ramp
Wary Thespian,Mixed,,common,G,Creature — Cat Druid,,2,3.0,1.0,Green Mill
Waterfront District,Mixed,,common,,Land,,0,,,Dimir Control
Wayfarer's Bauble,Mixed,,common,,Artifact,,1,,,Rakdos Aggro
Weakstone's Subjugation,Mixed,,common,U,Enchantment — Aura,,1,,,Unassigned
Werebear,Mixed,,common,G,Creature — Human Bear Druid,,2,1.0,1.0,Green Voltron
Wild Growth,Mixed,,common,G,Enchantment — Aura,,1,,,Green Ramp
Wildfire Elemental,Mixed,,common,R,Creature — Elemental,,4,3.0,3.0,Unassigned
Winding Way,Mixed,,common,G,Sorcery,,2,,,Golgari Midrange
Winter Eladrin,Mixed,,common,U,Creature — Faerie Elf Wizard,,3,2.0,2.0,Blue Tribals
Witch's Cottage,Mixed,,common,,Land — Swamp,,0,,,Black Tribals
Wither and Bloom,Mixed,,common,B,Instant,,2,,,Dimir Control
Witherbloom Campus,Mixed,,common,,Land,,0,,,Green Mill
Witness Protection,Mixed,,common,U,Enchantment — Aura,,1,,,Unassigned
Witty Roastmaster,Mixed,,common,R,Creature — Devil Citizen,,3,3.0,2.0,Red Burn
Wrangle,Mixed,,common,R,Sorcery,,2,,,Gruul Aggro
Wrenn's Resolve,Mixed,,common,R,Sorcery,,2,,,Boros Aggro
Writhing Chrysalis,Mixed,,common,GR,Creature — Eldrazi Drone,,4,2.0,3.0,Unassigned
Yavimaya Elder,Mixed,,common,G,Creature — Human Druid,,3,2.0,1.0,Green Mill
Yavimaya Steelcrusher,Mixed,,common,R,Creature — Ape Warrior,,2,2.0,2.0,Red Tribals
You Hear Something on Watch,Mixed,,common,W,Instant,,2,,,Orzhov Midrange
You Meet in a Tavern,Mixed,,common,G,Sorcery,,4,,,Simic Ramp
Young Blue Dragon,Mixed,,common,U,Sorcery — Adventure,,5,,,Blue Tribals
Zephyr Winder,Mixed,,common,U,Creature — Elemental,,2,2.0,1.0,Blue Tempo
