Name,Set,Collector Number,Rarity,Color Identity,Type,Mana Cost,CMC,Power,Toughness,Tags
Armadillo Cloak,Mixed,,common,GW,Enchantment — Aura,,3,,,Selesnya Value
Botanical Plaza,Mixed,,common,,Land,,0,,,Selesnya Value
Safehold Elite,Mixed,,common,GW,Creature — Elf Scout,,2,2.0,2.0,Selesnya Value
Treetop Snarespinner,Mixed,,common,G,Creature — Spider,,4,1.0,4.0,Selesnya Value
Trumpeting Herd,Mixed,,common,G,Sorcery,,4,,,Selesnya Value
Journey to Nowhere,Mixed,,common,W,Enchantment,,2,,,Selesnya Value
Trapped in the Screen,Mixed,,common,W,Enchantment,,3,,,Selesnya Value
Ardenvale Tactician,Mixed,,common,W,Instant — Adventure,,3,,,Selesnya Value
Greatsword of Tyr,Mixed,,common,W,Artifact — Equipment,,2,,,Orzhov Lifegain Value
Seeker of the Way,Mixed,,common,W,Creature — Human Warrior,,2,2.0,2.0,Orzhov Lifegain Value
Feed the Swarm,Mixed,,common,B,Sorcery,,2,,,Orzhov Lifegain Value
Tithe Drinker,Mixed,,common,BW,Creature — Vampire,,2,2.0,1.0,Orzhov Lifegain Value
Orzhov Basilica,Mixed,,common,,Land,,0,,,Orzhov Lifegain Value
Kingpin's Pet,Mixed,,common,BW,Creature — Thrull,,3,2.0,2.0,Orzhov Lifegain Value
Gift of Orzhova,Mixed,,common,BW,Enchantment — Aura,,3,,,Orzhov Lifegain Value
Pillory of the Sleepless,Mixed,,common,BW,Enchantment — Aura,,3,,,Orzhov Lifegain Value
Vault Skirge,Mixed,,common,B,Artifact Creature — Phyrexian Imp,,2,1.0,1.0,Orzhov Lifegain Value
Heliod's Pilgrim,Mixed,,common,W,Creature — Human Cleric,,3,1.0,2.0,Orzhov Lifegain Value
Dauntless Unity,Mixed,,common,W,Instant,,2,,,Orzhov Lifegain Value
Raise the Alarm,Mixed,,common,W,Instant,,2,,,Orzhov Lifegain Value
Unbounded Potential,Mixed,,common,W,Instant,,2,,,Orzhov Lifegain Value
Mocking Sprite,Mixed,,common,U,Creature — Faerie Rogue,,3,2.0,1.0,Izzet Spells Matter
Goblin Electromancer,Mixed,,common,RU,Creature — Goblin Wizard,,2,2.0,2.0,Izzet Spells Matter
Bloodwater Entity,Mixed,,common,RU,Creature — Elemental,,3,2.0,2.0,Izzet Spells Matter
Eroded Canyon,Mixed,,common,,Land — Desert,,0,,,Izzet Spells Matter
Izzet Charm,Mixed,,common,RU,Instant,,2,,,Izzet Spells Matter
Quick Study,Mixed,,common,U,Instant,,3,,,Izzet Spells Matter
Hard Evidence,Mixed,,common,U,Sorcery,,1,,,Izzet Spells Matter
Serum Visions,Mixed,,common,U,Sorcery,,1,,,Izzet Spells Matter
Compulsive Research,Mixed,,common,U,Sorcery,,3,,,Izzet Spells Matter
Incinerate,Mixed,,common,R,Instant,,2,,,Izzet Spells Matter
Searing Spear,Mixed,,common,R,Instant,,2,,,Izzet Spells Matter
Gnawing Crescendo,Mixed,,common,R,Instant,,3,,,Izzet Spells Matter
Sulfurous Blast,Mixed,,common,R,Instant,,4,,,Izzet Spells Matter
Death Denied,Mixed,,common,B,Instant — Arcane,,2,,,Golgari Graveyard Value
Wary Thespian,Mixed,,common,G,Creature — Cat Druid,,2,3.0,1.0,Golgari Graveyard Value
Eldrazi Repurposer,Mixed,,common,G,Creature — Eldrazi Drone,,3,3.0,3.0,Golgari Graveyard Value
Golgari Rot Farm,Mixed,,common,,Land,,0,,,Golgari Graveyard Value
Infuse with Vitality,Mixed,,common,BG,Instant,,2,,,Golgari Graveyard Value
Desecrator Hag,Mixed,,common,BG,Creature — Hag,,4,2.0,2.0,Golgari Graveyard Value
Dreg Mangler,Mixed,,common,BG,Creature — Plant Zombie,,3,3.0,3.0,Golgari Graveyard Value
Putrid Leech,Mixed,,common,BG,Creature — Zombie Leech,,2,2.0,2.0,Golgari Graveyard Value
Grapple with the Past,Mixed,,common,G,Instant,,2,,,Golgari Graveyard Value
Pulse of Murasa,Mixed,,common,G,Instant,,3,,,Golgari Graveyard Value
Malevolent Rumble,Mixed,,common,G,Sorcery,,2,,,Golgari Graveyard Value
Winding Way,Mixed,,common,G,Sorcery,,2,,,Golgari Graveyard Value
Crypt Rats,Mixed,,common,B,Creature — Rat,,3,1.0,1.0,Golgari Graveyard Value
Cartouche of Solidarity,Mixed,,common,W,Enchantment — Aura Cartouche,,1,,,Boros Aggro
Goblin Motivator,Mixed,,common,R,Creature — Goblin Warrior,,1,1.0,1.0,Boros Aggro
Grim Initiate,Mixed,,common,R,Creature — Zombie Warrior,,1,1.0,1.0,Boros Aggro
Reckless Charge,Mixed,,common,R,Sorcery,,1,,,Boros Aggro
Inspiring Paladin,Mixed,,common,W,Creature — Human Knight,,3,3.0,3.0,Boros Aggro
Conduit Goblin,Mixed,,common,RW,Creature — Goblin Warrior,,2,2.0,2.0,Boros Aggro
Abraded Bluffs,Mixed,,common,,Land — Desert,,0,,,Boros Aggro
Tenth District Legionnaire,Mixed,,common,RW,Creature — Human Soldier,,2,2.0,2.0,Boros Aggro
Dog Walker,Mixed,,common,RW,Creature — Human Citizen,,2,3.0,1.0,Boros Aggro
Flame Slash,Mixed,,common,R,Sorcery,,1,,,Boros Aggro
You Hear Something on Watch,Mixed,,common,W,Instant,,2,,,Boros Aggro
Mana Tithe,Mixed,,common,W,Instant,,1,,,Boros Aggro
Rolling Thunder,Mixed,,common,R,Sorcery,,2,,,Boros Aggro
Repeal,Mixed,,common,U,Instant,,1,,,Simic Ramp Control
Mana Leak,Mixed,,common,U,Instant,,2,,,Simic Ramp Control
Prophetic Prism,Mixed,,common,,Artifact,,2,,,Simic Ramp Control
Evolution Witness,Mixed,,common,G,Creature — Elf Shaman Mutant,,3,2.0,1.0,Simic Ramp Control
Quandrix Campus,Mixed,,common,,Land,,0,,,Simic Ramp Control
Snapping Voidcraw,Mixed,,common,GU,Creature — Eldrazi Turtle,,3,1.0,3.0,Simic Ramp Control
Quandrix Pledgemage,Mixed,,common,GU,Creature — Merfolk Druid,,3,2.0,2.0,Simic Ramp Control
Coiling Oracle,Mixed,,common,GU,Creature — Snake Elf Druid,,2,1.0,1.0,Simic Ramp Control
Growth Spiral,Mixed,,common,GU,Instant,,2,,,Simic Ramp Control
Snakeskin Veil,Mixed,,common,G,Instant,,1,,,Simic Ramp Control
Gitaxian Probe,Mixed,,common,U,Sorcery,,1,,,Simic Ramp Control
Urban Daggertooth,Mixed,,common,G,Creature — Dinosaur,,4,4.0,3.0,Simic Ramp Control
Fertile Ground,Mixed,,common,G,Enchantment — Aura,,2,,,Simic Ramp Control
Abundant Harvest,Mixed,,common,G,Sorcery,,1,,,Unassigned
Basilisk Gate,Mixed,,common,,Land — Gate,,0,,,Unassigned
Boros Garrison,Mixed,,common,,Land,,0,,,Unassigned
Borrowed Grace,Mixed,,common,W,Instant,,3,,,Unassigned
Bountiful Landscape,Mixed,,common,,Land,,0,,,Unassigned
Bubble Snare,Mixed,,common,U,Enchantment — Aura,,1,,,Unassigned
Carnophage,Mixed,,common,B,Creature — Zombie,,1,2.0,2.0,Unassigned
Cavern Harpy,Mixed,,common,BU,Creature — Harpy Beast,,2,2.0,1.0,Unassigned
Cindering Cutthroat,Mixed,,common,BR,Creature — Lizard Assassin,,3,3.0,2.0,Unassigned
Clawing Torment,Mixed,,common,B,Enchantment — Aura,,1,,,Unassigned
Conduit Pylons,Mixed,,common,,Land — Desert,,0,,,Unassigned
Contaminated Landscape,Mixed,,common,,Land,,0,,,Unassigned
Deceptive Landscape,Mixed,,common,,Land,,0,,,Unassigned
Desert,Mixed,,common,,Land — Desert,,0,,,Unassigned
Disfigure,Mixed,,common,B,Instant,,1,,,Unassigned
Ecstatic Awakener,Mixed,,common,B,Creature — Demon,,1,4.0,4.0,Unassigned
Escape Tunnel,Mixed,,common,,Land,,0,,,Unassigned
Faith's Fetters,Mixed,,common,W,Enchantment — Aura,,4,,,Unassigned
Farseek,Mixed,,common,G,Sorcery,,2,,,Unassigned
Foreboding Landscape,Mixed,,common,,Land,,0,,,Unassigned
Gift of Fangs,Mixed,,common,B,Enchantment — Aura,,1,,,Unassigned
Grasping Scoundrel,Mixed,,common,B,Creature — Human Pirate,,1,1.0,1.0,Unassigned
Haunted Fengraf,Mixed,,common,,Land,,0,,,Unassigned
Hickory Woodlot,Mixed,,common,,Land,,0,,,Unassigned
Hidden Grotto,Mixed,,common,,Land,,0,,,Unassigned
Hordeling Outburst,Mixed,,common,R,Sorcery,,3,,,Unassigned
Lead the Stampede,Mixed,,common,G,Sorcery,,3,,,Unassigned
Lorehold Campus,Mixed,,common,,Land,,0,,,Unassigned
Momentary Blink,Mixed,,common,W,Instant,,2,,,Unassigned
Mutagenic Growth,Mixed,,common,G,Instant,,1,,,Unassigned
Night Market,Mixed,,common,,Land,,0,,,Unassigned
Night's Whisper,Mixed,,common,B,Sorcery,,2,,,Unassigned
Oblivion Ring,Mixed,,common,W,Enchantment,,3,,,Unassigned
Pegasus Guardian,Mixed,,common,W,Instant — Adventure,,6,,,Unassigned
Perilous Landscape,Mixed,,common,,Land,,0,,,Unassigned
Phyrexian Rager,Mixed,,common,B,Creature — Phyrexian Horror,,3,2.0,2.0,Unassigned
Prismatic Strands,Mixed,,common,W,Instant,,3,,,Unassigned
Quicksand,Mixed,,common,,Land,,0,,,Unassigned
Rally the Peasants,Mixed,,common,W,Instant,,3,,,Unassigned
Reckless Impulse,Mixed,,common,R,Sorcery,,2,,,Unassigned
Rift Bolt,Mixed,,common,R,Sorcery,,3,,,Unassigned
Seething Landscape,Mixed,,common,,Land,,0,,,Unassigned
Settle Beyond Reality,Mixed,,common,W,Sorcery,,5,,,Unassigned
Shattered Landscape,Mixed,,common,,Land,,0,,,Unassigned
Sheltering Landscape,Mixed,,common,,Land,,0,,,Unassigned
Silverquill Campus,Mixed,,common,,Land,,0,,,Unassigned
Skewer the Critics,Mixed,,common,R,Sorcery,,3,,,Unassigned
Tamiyo's Safekeeping,Mixed,,common,G,Instant,,1,,,Unassigned
Tangled Islet,Mixed,,common,,Land — Forest Island,,0,,,Unassigned
Tempest Angler,Mixed,,common,RU,Creature — Otter Wizard,,3,2.0,2.0,Unassigned
Tithing Blade,Mixed,,common,B,Artifact,,2,,,Unassigned
Tocasia's Dig Site,Mixed,,common,,Land,,0,,,Unassigned
Tragic Slip,Mixed,,common,B,Instant,,1,,,Unassigned
Twisted Landscape,Mixed,,common,,Land,,0,,,Unassigned
Unable to Scream,Mixed,,common,U,Enchantment — Aura,,1,,,Unassigned
Vampire Lacerator,Mixed,,common,B,Creature — Vampire Warrior,,1,2.0,2.0,Unassigned
Weakstone's Subjugation,Mixed,,common,U,Enchantment — Aura,,1,,,Unassigned
Witness Protection,Mixed,,common,U,Enchantment — Aura,,1,,,Unassigned
Wrenn's Resolve,Mixed,,common,R,Sorcery,,2,,,Unassigned
You Meet in a Tavern,Mixed,,common,G,Sorcery,,4,,,Unassigned
