Name,Set,Collector Number,Rarity,Color Identity,Type,Mana Cost,CMC,Power,Toughness,Tags
Urban Daggertooth,Mixed,,common,G,Creature — Dinosaur,,4,4.0,3.0,Selesnya Value
Faithful Watchdog,Mixed,,common,GW,Creature — Dog,,2,0.0,0.0,Selesnya Value
Oblivion Ring,Mixed,,common,W,Enchantment,,3,,,Selesnya Value
Seeker of the Way,Mixed,,common,W,Creature — Human Warrior,,2,2.0,2.0,Orzhov Lifegain Value
Feed the Swarm,Mixed,,common,B,Sorcery,,2,,,Orzhov Lifegain Value
Tithe Drinker,Mixed,,common,BW,Creature — Vampire,,2,2.0,1.0,Orzhov Lifegain Value
Orzhov Basilica,Mixed,,common,,Land,,0,,,Orzhov Lifegain Value
Gift of Orzhova,Mixed,,common,BW,Enchantment — Aura,,3,,,Orzhov Lifegain Value
Suture Priest,Mixed,,common,W,Creature — Phyrexian Cleric,,2,1.0,1.0,Orzhov Lifegain Value
Inspiring Paladin,Mixed,,common,W,Creature — Human Knight,,3,3.0,3.0,Orzhov Lifegain Value
Coalition Honor Guard,Mixed,,common,W,Creature — Human Flagbearer,,4,2.0,4.0,Orzhov Lifegain Value
Guardian of the Guildpact,Mixed,,common,W,Creature — Spirit,,4,2.0,3.0,Orzhov Lifegain Value
Palace Sentinels,Mixed,,common,W,Creature — Human Soldier,,4,2.0,4.0,Orzhov Lifegain Value
Dauntless Unity,Mixed,,common,W,Instant,,2,,,Orzhov Lifegain Value
Borrowed Grace,Mixed,,common,W,Instant,,3,,,Orzhov Lifegain Value
Faith's Fetters,Mixed,,common,W,Enchantment — Aura,,4,,,Orzhov Lifegain Value
Goblin Electromancer,Mixed,,common,RU,Creature — Goblin Wizard,,2,2.0,2.0,Izzet Spells Matter
Bloodwater Entity,Mixed,,common,RU,Creature — Elemental,,3,2.0,2.0,Izzet Spells Matter
Brainstorm,Mixed,,common,U,Instant,,1,,,Izzet Spells Matter
Eroded Canyon,Mixed,,common,,Land — Desert,,0,,,Izzet Spells Matter
Izzet Charm,Mixed,,common,RU,Instant,,2,,,Izzet Spells Matter
Reckless Impulse,Mixed,,common,R,Sorcery,,2,,,Izzet Spells Matter
Wrenn's Resolve,Mixed,,common,R,Sorcery,,2,,,Izzet Spells Matter
Tempest Angler,Mixed,,common,RU,Creature — Otter Wizard,,3,2.0,2.0,Izzet Spells Matter
Capsize,Mixed,,common,U,Instant,,3,,,Izzet Spells Matter
Searing Spear,Mixed,,common,R,Instant,,2,,,Izzet Spells Matter
Rolling Thunder,Mixed,,common,R,Sorcery,,2,,,Izzet Spells Matter
Fireslinger,Mixed,,common,R,Creature — Human Wizard,,2,1.0,1.0,Izzet Spells Matter
Monastery Swiftspear,Mixed,,common,R,Creature — Human Monk,,1,1.0,2.0,Izzet Spells Matter
Sprout Swarm,Mixed,,common,G,Instant,,2,,,Golgari Graveyard Value
You Meet in a Tavern,Mixed,,common,G,Sorcery,,4,,,Golgari Graveyard Value
Tithing Blade,Mixed,,common,B,Artifact,,2,,,Golgari Graveyard Value
Desecrator Hag,Mixed,,common,BG,Creature — Hag,,4,2.0,2.0,Golgari Graveyard Value
Infuse with Vitality,Mixed,,common,BG,Instant,,2,,,Golgari Graveyard Value
Dreg Mangler,Mixed,,common,BG,Creature — Plant Zombie,,3,3.0,3.0,Golgari Graveyard Value
Putrid Leech,Mixed,,common,BG,Creature — Zombie Leech,,2,2.0,2.0,Golgari Graveyard Value
Golgari Rot Farm,Mixed,,common,,Land,,0,,,Golgari Graveyard Value
Wary Thespian,Mixed,,common,G,Creature — Cat Druid,,2,3.0,1.0,Golgari Graveyard Value
Winding Way,Mixed,,common,G,Sorcery,,2,,,Golgari Graveyard Value
Lead the Stampede,Mixed,,common,G,Sorcery,,3,,,Golgari Graveyard Value
Ransack the Lab,Mixed,,common,B,Sorcery,,2,,,Golgari Graveyard Value
Mardu Skullhunter,Mixed,,common,B,Creature — Human Warrior,,2,2.0,1.0,Golgari Graveyard Value
Reckless Charge,Mixed,,common,R,Sorcery,,1,,,Boros Aggro
Ephemerate,Mixed,,common,W,Instant,,1,,,Boros Aggro
Conduit Goblin,Mixed,,common,RW,Creature — Goblin Warrior,,2,2.0,2.0,Boros Aggro
Cartouche of Solidarity,Mixed,,common,W,Enchantment — Aura Cartouche,,1,,,Boros Aggro
Dark-Dweller Oracle,Mixed,,common,R,Creature — Goblin Shaman,,2,2.0,2.0,Boros Aggro
Dog Walker,Mixed,,common,RW,Creature — Human Citizen,,2,3.0,1.0,Boros Aggro
Tenth District Legionnaire,Mixed,,common,RW,Creature — Human Soldier,,2,2.0,2.0,Boros Aggro
Abraded Bluffs,Mixed,,common,,Land — Desert,,0,,,Boros Aggro
Pristine Talisman,Mixed,,common,,Artifact,,3,,,Boros Aggro
Underworld Rage-Hound,Mixed,,common,R,Creature — Elemental Dog,,2,3.0,1.0,Boros Aggro
Skewer the Critics,Mixed,,common,R,Sorcery,,3,,,Boros Aggro
Rally the Peasants,Mixed,,common,W,Instant,,3,,,Boros Aggro
Tuskeri Firewalker,Mixed,,common,R,Creature — Human Berserker,,3,3.0,2.0,Boros Aggro
Mana Leak,Mixed,,common,U,Instant,,2,,,Simic Ramp Control
Prophetic Prism,Mixed,,common,,Artifact,,2,,,Simic Ramp Control
Repeal,Mixed,,common,U,Instant,,1,,,Simic Ramp Control
Exclude,Mixed,,common,U,Instant,,3,,,Simic Ramp Control
Snapping Voidcraw,Mixed,,common,GU,Creature — Eldrazi Turtle,,3,1.0,3.0,Simic Ramp Control
Quandrix Pledgemage,Mixed,,common,GU,Creature — Merfolk Druid,,3,2.0,2.0,Simic Ramp Control
Quandrix Campus,Mixed,,common,,Land,,0,,,Simic Ramp Control
Owlbear,Mixed,,common,G,Creature — Bird Bear,,5,4.0,4.0,Simic Ramp Control
Silverback Shaman,Mixed,,common,G,Creature — Ape Shaman,,5,5.0,4.0,Simic Ramp Control
Growth Spiral,Mixed,,common,GU,Instant,,2,,,Simic Ramp Control
Phantom Tiger,Mixed,,common,G,Creature — Cat Spirit,,3,1.0,0.0,Simic Ramp Control
Hazard of the Dunes,Mixed,,common,G,Creature — Wurm,,4,4.0,4.0,Simic Ramp Control
Krosan Tusker,Mixed,,common,G,Creature — Boar Beast,,7,6.0,5.0,Simic Ramp Control
Accursed Marauder,Mixed,,common,B,Creature — Zombie Warrior,,2,2.0,1.0,Unassigned
Armadillo Cloak,Mixed,,common,GW,Enchantment — Aura,,3,,,Unassigned
Basilica Screecher,Mixed,,common,B,Creature — Bat,,2,1.0,2.0,Unassigned
Basilisk Gate,Mixed,,common,,Land — Gate,,0,,,Unassigned
Blightning,Mixed,,common,BR,Sorcery,,3,,,Unassigned
Boros Garrison,Mixed,,common,,Land,,0,,,Unassigned
Bountiful Landscape,Mixed,,common,,Land,,0,,,Unassigned
Bramble Wurm,Mixed,,common,G,Creature — Wurm,,7,7.0,6.0,Unassigned
Bubble Snare,Mixed,,common,U,Enchantment — Aura,,1,,,Unassigned
Carnophage,Mixed,,common,B,Creature — Zombie,,1,2.0,2.0,Unassigned
Carrion Feeder,Mixed,,common,B,Creature — Zombie,,1,1.0,1.0,Unassigned
Cavern Harpy,Mixed,,common,BU,Creature — Harpy Beast,,2,2.0,1.0,Unassigned
Clawing Torment,Mixed,,common,B,Enchantment — Aura,,1,,,Unassigned
Coiling Oracle,Mixed,,common,GU,Creature — Snake Elf Druid,,2,1.0,1.0,Unassigned
Conclave Naturalists,Mixed,,common,G,Creature — Dryad,,5,4.0,4.0,Unassigned
Conduit Pylons,Mixed,,common,,Land — Desert,,0,,,Unassigned
Contaminated Landscape,Mixed,,common,,Land,,0,,,Unassigned
Dauthi Horror,Mixed,,common,B,Creature — Dauthi Horror,,2,2.0,1.0,Unassigned
Dauthi Slayer,Mixed,,common,B,Creature — Dauthi Soldier,,2,2.0,2.0,Unassigned
Deceptive Landscape,Mixed,,common,,Land,,0,,,Unassigned
Desert,Mixed,,common,,Land — Desert,,0,,,Unassigned
Dimir Guildmage,Mixed,,common,BU,Creature — Human Wizard,,2,2.0,2.0,Unassigned
Escape Tunnel,Mixed,,common,,Land,,0,,,Unassigned
Firebrand Archer,Mixed,,common,R,Creature — Human Archer,,2,2.0,1.0,Unassigned
Foreboding Landscape,Mixed,,common,,Land,,0,,,Unassigned
Gift of Fangs,Mixed,,common,B,Enchantment — Aura,,1,,,Unassigned
Grasping Scoundrel,Mixed,,common,B,Creature — Human Pirate,,1,1.0,1.0,Unassigned
Greater Tanuki,Mixed,,common,G,Enchantment Creature — Dog,,6,6.0,5.0,Unassigned
Haunted Fengraf,Mixed,,common,,Land,,0,,,Unassigned
Hickory Woodlot,Mixed,,common,,Land,,0,,,Unassigned
Hidden Grotto,Mixed,,common,,Land,,0,,,Unassigned
Hissing Iguanar,Mixed,,common,R,Creature — Lizard,,3,3.0,1.0,Unassigned
Hooting Mandrills,Mixed,,common,G,Creature — Ape,,6,4.0,4.0,Unassigned
Infestation Sage,Mixed,,common,B,Creature — Elf Warlock,,1,1.0,1.0,Unassigned
Jackal Pup,Mixed,,common,R,Creature — Jackal,,1,2.0,1.0,Unassigned
Kingpin's Pet,Mixed,,common,BW,Creature — Thrull,,3,2.0,2.0,Unassigned
Lorehold Campus,Mixed,,common,,Land,,0,,,Unassigned
Nested Shambler,Mixed,,common,B,Creature — Zombie,,1,1.0,1.0,Unassigned
Night Market,Mixed,,common,,Land,,0,,,Unassigned
Pegasus Guardian,Mixed,,common,W,Creature — Pegasus,,6,3.0,3.0,Unassigned
Perilous Landscape,Mixed,,common,,Land,,0,,,Unassigned
Pillory of the Sleepless,Mixed,,common,BW,Enchantment — Aura,,3,,,Unassigned
Quicksand,Mixed,,common,,Land,,0,,,Unassigned
Red Herring,Mixed,,common,R,Creature — Fish,,2,2.0,2.0,Unassigned
Rimrock Knight,Mixed,,common,R,Creature — Dwarf Knight,,2,3.0,1.0,Unassigned
Safehold Elite,Mixed,,common,GW,Creature — Elf Scout,,2,2.0,2.0,Unassigned
Scorched Rusalka,Mixed,,common,R,Creature — Spirit,,1,1.0,1.0,Unassigned
Seething Landscape,Mixed,,common,,Land,,0,,,Unassigned
Shattered Landscape,Mixed,,common,,Land,,0,,,Unassigned
Sheltering Landscape,Mixed,,common,,Land,,0,,,Unassigned
Silver Drake,Mixed,,common,UW,Creature — Drake,,3,3.0,3.0,Unassigned
Silverquill Campus,Mixed,,common,,Land,,0,,,Unassigned
Tangled Islet,Mixed,,common,,Land — Forest Island,,0,,,Unassigned
Tocasia's Dig Site,Mixed,,common,,Land,,0,,,Unassigned
Triplicate Spirits,Mixed,,common,W,Sorcery,,6,,,Unassigned
Twisted Landscape,Mixed,,common,,Land,,0,,,Unassigned
Unable to Scream,Mixed,,common,U,Enchantment — Aura,,1,,,Unassigned
Vampire Lacerator,Mixed,,common,B,Creature — Vampire Warrior,,1,2.0,2.0,Unassigned
Weakstone's Subjugation,Mixed,,common,U,Enchantment — Aura,,1,,,Unassigned
Witness Protection,Mixed,,common,U,Enchantment — Aura,,1,,,Unassigned
